iteration,t_sec,phase,policy,war_observed,tmax_current,error_e_t,integral_term,proportional_term,tau_iter_ms,hardware_label,K,workload,spectral_radius
6317,189.51,stationary,Static_Tmax,0.791336,0.020936,0.008664,0.0,0.0,30.0,single_a6000,4,step,N/A
6318,189.54,stationary,PI_adaptive,0.774015,0.020852,0.025985,-1e-06,3.1e-05,30.0,single_a6000,4,step,0.998494
6318,189.54,stationary,Static_Tmax,0.795535,0.020936,0.004465,0.0,0.0,30.0,single_a6000,4,step,N/A
6319,189.57,stationary,PI_adaptive,0.754189,0.02087,0.045811,-1e-06,5.5e-05,30.0,single_a6000,4,step,0.998494
6319,189.57,stationary,Static_Tmax,0.791696,0.020936,0.008304,0.0,0.0,30.0,single_a6000,4,step,N/A
6320,189.6,stationary,PI_adaptive,0.789449,0.020882,0.010551,-0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
6320,189.6,stationary,Static_Tmax,0.778512,0.020936,0.021488,0.0,0.0,30.0,single_a6000,4,step,N/A
6321,189.63,stationary,PI_adaptive,0.81065,0.020869,-0.01065,-1e-06,-1.3e-05,30.0,single_a6000,4,step,0.998494
6321,189.63,stationary,Static_Tmax,0.795625,0.020936,0.004375,0.0,0.0,30.0,single_a6000,4,step,N/A
6322,189.66,stationary,PI_adaptive,0.7819,0.020886,0.0181,-0.0,2.2e-05,30.0,single_a6000,4,step,0.998494
6322,189.66,stationary,Static_Tmax,0.793494,0.020936,0.006506,0.0,0.0,30.0,single_a6000,4,step,N/A
6323,189.69,stationary,PI_adaptive,0.803129,0.020882,-0.003129,-0.0,-4e-06,30.0,single_a6000,4,step,0.998494
6323,189.69,stationary,Static_Tmax,0.801465,0.020936,-0.001465,0.0,0.0,30.0,single_a6000,4,step,N/A
6324,189.72,stationary,PI_adaptive,0.781664,0.020899,0.018336,-0.0,2.2e-05,30.0,single_a6000,4,step,0.998494
6324,189.72,stationary,Static_Tmax,0.802514,0.020936,-0.002514,0.0,0.0,30.0,single_a6000,4,step,N/A
6325,189.75,stationary,PI_adaptive,0.796077,0.020904,0.003923,-0.0,5e-06,30.0,single_a6000,4,step,0.998494
6325,189.75,stationary,Static_Tmax,0.777211,0.020936,0.022789,0.0,0.0,30.0,single_a6000,4,step,N/A
6326,189.78,stationary,PI_adaptive,0.791664,0.020913,0.008336,-0.0,1e-05,30.0,single_a6000,4,step,0.998494
6326,189.78,stationary,Static_Tmax,0.811587,0.020936,-0.011587,0.0,0.0,30.0,single_a6000,4,step,N/A
6327,189.81,stationary,PI_adaptive,0.809645,0.020901,-0.009645,-0.0,-1.2e-05,30.0,single_a6000,4,step,0.998494
6327,189.81,stationary,Static_Tmax,0.795401,0.020936,0.004599,0.0,0.0,30.0,single_a6000,4,step,N/A
6328,189.84,stationary,PI_adaptive,0.810772,0.020888,-0.010772,-0.0,-1.3e-05,30.0,single_a6000,4,step,0.998494
6328,189.84,stationary,Static_Tmax,0.780402,0.020936,0.019598,0.0,0.0,30.0,single_a6000,4,step,N/A
6329,189.87,stationary,PI_adaptive,0.777177,0.020905,0.022823,-0.0,2.8e-05,30.0,single_a6000,4,step,0.998494
6329,189.87,stationary,Static_Tmax,0.794976,0.020936,0.005024,0.0,0.0,30.0,single_a6000,4,step,N/A
6330,189.9,stationary,PI_adaptive,0.827515,0.020887,-0.027515,-0.0,-3.3e-05,30.0,single_a6000,4,step,0.998494
6330,189.9,stationary,Static_Tmax,0.803266,0.020936,-0.003266,0.0,0.0,30.0,single_a6000,4,step,N/A
6331,189.93,stationary,PI_adaptive,0.790577,0.020898,0.009423,-0.0,1.1e-05,30.0,single_a6000,4,step,0.998494
6331,189.93,stationary,Static_Tmax,0.830883,0.020936,-0.030883,0.0,0.0,30.0,single_a6000,4,step,N/A
6332,189.96,stationary,PI_adaptive,0.79122,0.020908,0.00878,-0.0,1.1e-05,30.0,single_a6000,4,step,0.998494
6332,189.96,stationary,Static_Tmax,0.844695,0.020936,-0.044695,0.0,0.0,30.0,single_a6000,4,step,N/A
6333,189.99,stationary,PI_adaptive,0.787545,0.020923,0.012455,-0.0,1.5e-05,30.0,single_a6000,4,step,0.998494
6333,189.99,stationary,Static_Tmax,0.779766,0.020936,0.020234,0.0,0.0,30.0,single_a6000,4,step,N/A
6334,190.02,stationary,PI_adaptive,0.795608,0.020927,0.004392,-0.0,5e-06,30.0,single_a6000,4,step,0.998494
6334,190.02,stationary,Static_Tmax,0.795019,0.020936,0.004981,0.0,0.0,30.0,single_a6000,4,step,N/A
6335,190.05,stationary,PI_adaptive,0.783169,0.020945,0.016831,-0.0,2e-05,30.0,single_a6000,4,step,0.998494
6335,190.05,stationary,Static_Tmax,0.85204,0.020936,-0.05204,0.0,0.0,30.0,single_a6000,4,step,N/A
6336,190.08,stationary,PI_adaptive,0.807091,0.020936,-0.007091,-0.0,-9e-06,30.0,single_a6000,4,step,0.998494
6336,190.08,stationary,Static_Tmax,0.809286,0.020936,-0.009286,0.0,0.0,30.0,single_a6000,4,step,N/A
6337,190.11,stationary,PI_adaptive,0.790772,0.020947,0.009228,-0.0,1.1e-05,30.0,single_a6000,4,step,0.998494
6337,190.11,stationary,Static_Tmax,0.788447,0.020936,0.011553,0.0,0.0,30.0,single_a6000,4,step,N/A
6338,190.14,stationary,PI_adaptive,0.821372,0.020928,-0.021372,-0.0,-2.6e-05,30.0,single_a6000,4,step,0.998494
6338,190.14,stationary,Static_Tmax,0.766484,0.020936,0.033516,0.0,0.0,30.0,single_a6000,4,step,N/A
6339,190.17,stationary,PI_adaptive,0.776545,0.020946,0.023455,-0.0,2.8e-05,30.0,single_a6000,4,step,0.998494
6339,190.17,stationary,Static_Tmax,0.795054,0.020936,0.004946,0.0,0.0,30.0,single_a6000,4,step,N/A
6340,190.2,stationary,PI_adaptive,0.827819,0.020928,-0.027819,-0.0,-3.4e-05,30.0,single_a6000,4,step,0.998494
6340,190.2,stationary,Static_Tmax,0.79251,0.020936,0.00749,0.0,0.0,30.0,single_a6000,4,step,N/A
6341,190.23,stationary,PI_adaptive,0.807661,0.020918,-0.007661,-0.0,-9e-06,30.0,single_a6000,4,step,0.998494
6341,190.23,stationary,Static_Tmax,0.800555,0.020936,-0.000555,0.0,0.0,30.0,single_a6000,4,step,N/A
6342,190.26,stationary,PI_adaptive,0.824493,0.020899,-0.024493,-0.0,-3e-05,30.0,single_a6000,4,step,0.998494
6342,190.26,stationary,Static_Tmax,0.768306,0.020936,0.031694,0.0,0.0,30.0,single_a6000,4,step,N/A
6343,190.29,stationary,PI_adaptive,0.811811,0.020885,-0.011811,-1e-06,-1.4e-05,30.0,single_a6000,4,step,0.998494
6343,190.29,stationary,Static_Tmax,0.796023,0.020936,0.003977,0.0,0.0,30.0,single_a6000,4,step,N/A
6344,190.32,stationary,PI_adaptive,0.814406,0.020867,-0.014406,-1e-06,-1.7e-05,30.0,single_a6000,4,step,0.998494
6344,190.32,stationary,Static_Tmax,0.783615,0.020936,0.016385,0.0,0.0,30.0,single_a6000,4,step,N/A
6345,190.35,stationary,PI_adaptive,0.794953,0.020872,0.005047,-1e-06,6e-06,30.0,single_a6000,4,step,0.998494
6345,190.35,stationary,Static_Tmax,0.797951,0.020936,0.002049,0.0,0.0,30.0,single_a6000,4,step,N/A
6346,190.38,stationary,PI_adaptive,0.774865,0.02089,0.025135,-0.0,3e-05,30.0,single_a6000,4,step,0.998494
6346,190.38,stationary,Static_Tmax,0.774392,0.020936,0.025608,0.0,0.0,30.0,single_a6000,4,step,N/A
6347,190.41,stationary,PI_adaptive,0.784715,0.020907,0.015285,-0.0,1.8e-05,30.0,single_a6000,4,step,0.998494
6347,190.41,stationary,Static_Tmax,0.802599,0.020936,-0.002599,0.0,0.0,30.0,single_a6000,4,step,N/A
6348,190.44,stationary,PI_adaptive,0.782589,0.020925,0.017411,-0.0,2.1e-05,30.0,single_a6000,4,step,0.998494
6348,190.44,stationary,Static_Tmax,0.793399,0.020936,0.006601,0.0,0.0,30.0,single_a6000,4,step,N/A
6349,190.47,stationary,PI_adaptive,0.761412,0.020943,0.038588,-0.0,4.7e-05,30.0,single_a6000,4,step,0.998494
6349,190.47,stationary,Static_Tmax,0.792588,0.020936,0.007412,0.0,0.0,30.0,single_a6000,4,step,N/A
6350,190.5,stationary,PI_adaptive,0.820999,0.020924,-0.020999,-0.0,-2.5e-05,30.0,single_a6000,4,step,0.998494
6350,190.5,stationary,Static_Tmax,0.814104,0.020936,-0.014104,0.0,0.0,30.0,single_a6000,4,step,N/A
6351,190.53,stationary,PI_adaptive,0.797331,0.020927,0.002669,-0.0,3e-06,30.0,single_a6000,4,step,0.998494
6351,190.53,stationary,Static_Tmax,0.804874,0.020936,-0.004874,0.0,0.0,30.0,single_a6000,4,step,N/A
6352,190.56,stationary,PI_adaptive,0.78273,0.020945,0.01727,-0.0,2.1e-05,30.0,single_a6000,4,step,0.998494
6352,190.56,stationary,Static_Tmax,0.832489,0.020936,-0.032489,0.0,0.0,30.0,single_a6000,4,step,N/A
6353,190.59,stationary,PI_adaptive,0.842049,0.020926,-0.042049,-0.0,-5.1e-05,30.0,single_a6000,4,step,0.998494
6353,190.59,stationary,Static_Tmax,0.803297,0.020936,-0.003297,0.0,0.0,30.0,single_a6000,4,step,N/A
6354,190.62,stationary,PI_adaptive,0.851047,0.020908,-0.051047,-1e-06,-6.2e-05,30.0,single_a6000,4,step,0.998494
6354,190.62,stationary,Static_Tmax,0.786397,0.020936,0.013603,0.0,0.0,30.0,single_a6000,4,step,N/A
6355,190.65,stationary,PI_adaptive,0.772736,0.020925,0.027264,-0.0,3.3e-05,30.0,single_a6000,4,step,0.998494
6355,190.65,stationary,Static_Tmax,0.785808,0.020936,0.014192,0.0,0.0,30.0,single_a6000,4,step,N/A
6356,190.68,stationary,PI_adaptive,0.794764,0.020931,0.005236,-0.0,6e-06,30.0,single_a6000,4,step,0.998494
6356,190.68,stationary,Static_Tmax,0.846242,0.020936,-0.046242,0.0,0.0,30.0,single_a6000,4,step,N/A
6357,190.71,stationary,PI_adaptive,0.793996,0.020938,0.006004,-0.0,7e-06,30.0,single_a6000,4,step,0.998494
6357,190.71,stationary,Static_Tmax,0.782808,0.020936,0.017192,0.0,0.0,30.0,single_a6000,4,step,N/A
6358,190.74,stationary,PI_adaptive,0.782189,0.020956,0.017811,-0.0,2.2e-05,30.0,single_a6000,4,step,0.998494
6358,190.74,stationary,Static_Tmax,0.822801,0.020936,-0.022801,0.0,0.0,30.0,single_a6000,4,step,N/A
6359,190.77,stationary,PI_adaptive,0.821493,0.020937,-0.021493,-0.0,-2.6e-05,30.0,single_a6000,4,step,0.998494
6359,190.77,stationary,Static_Tmax,0.790291,0.020936,0.009709,0.0,0.0,30.0,single_a6000,4,step,N/A
6360,190.8,stationary,PI_adaptive,0.762573,0.020955,0.037427,-0.0,4.5e-05,30.0,single_a6000,4,step,0.998494
6360,190.8,stationary,Static_Tmax,0.777429,0.020936,0.022571,0.0,0.0,30.0,single_a6000,4,step,N/A
6361,190.83,stationary,PI_adaptive,0.835905,0.020936,-0.035905,-0.0,-4.3e-05,30.0,single_a6000,4,step,0.998494
6361,190.83,stationary,Static_Tmax,0.813777,0.020936,-0.013777,0.0,0.0,30.0,single_a6000,4,step,N/A
6362,190.86,stationary,PI_adaptive,0.801331,0.020934,-0.001331,-0.0,-2e-06,30.0,single_a6000,4,step,0.998494
6362,190.86,stationary,Static_Tmax,0.837377,0.020936,-0.037377,0.0,0.0,30.0,single_a6000,4,step,N/A
6363,190.89,stationary,PI_adaptive,0.839025,0.020916,-0.039025,-1e-06,-4.7e-05,30.0,single_a6000,4,step,0.998494
6363,190.89,stationary,Static_Tmax,0.799282,0.020936,0.000718,0.0,0.0,30.0,single_a6000,4,step,N/A
6364,190.92,stationary,PI_adaptive,0.798034,0.020918,0.001966,-1e-06,2e-06,30.0,single_a6000,4,step,0.998494
6364,190.92,stationary,Static_Tmax,0.78836,0.020936,0.01164,0.0,0.0,30.0,single_a6000,4,step,N/A
6365,190.95,stationary,PI_adaptive,0.792841,0.020926,0.007159,-1e-06,9e-06,30.0,single_a6000,4,step,0.998494
6365,190.95,stationary,Static_Tmax,0.770274,0.020936,0.029726,0.0,0.0,30.0,single_a6000,4,step,N/A
6366,190.98,stationary,PI_adaptive,0.769372,0.020943,0.030628,-0.0,3.7e-05,30.0,single_a6000,4,step,0.998494
6366,190.98,stationary,Static_Tmax,0.765547,0.020936,0.034453,0.0,0.0,30.0,single_a6000,4,step,N/A
6367,191.01,stationary,PI_adaptive,0.822257,0.020925,-0.022257,-0.0,-2.7e-05,30.0,single_a6000,4,step,0.998494
6367,191.01,stationary,Static_Tmax,0.768773,0.020936,0.031227,0.0,0.0,30.0,single_a6000,4,step,N/A
6368,191.04,stationary,PI_adaptive,0.838103,0.020906,-0.038103,-1e-06,-4.6e-05,30.0,single_a6000,4,step,0.998494
6368,191.04,stationary,Static_Tmax,0.785393,0.020936,0.014607,0.0,0.0,30.0,single_a6000,4,step,N/A
6369,191.07,stationary,PI_adaptive,0.832372,0.020887,-0.032372,-1e-06,-3.9e-05,30.0,single_a6000,4,step,0.998494
6369,191.07,stationary,Static_Tmax,0.7927,0.020936,0.0073,0.0,0.0,30.0,single_a6000,4,step,N/A
6370,191.1,stationary,PI_adaptive,0.76481,0.020905,0.03519,-1e-06,4.3e-05,30.0,single_a6000,4,step,0.998494
6370,191.1,stationary,Static_Tmax,0.825676,0.020936,-0.025676,0.0,0.0,30.0,single_a6000,4,step,N/A
6371,191.13,stationary,PI_adaptive,0.825568,0.020886,-0.025568,-1e-06,-3.1e-05,30.0,single_a6000,4,step,0.998494
6371,191.13,stationary,Static_Tmax,0.78188,0.020936,0.01812,0.0,0.0,30.0,single_a6000,4,step,N/A
6372,191.16,stationary,PI_adaptive,0.789407,0.020899,0.010593,-1e-06,1.3e-05,30.0,single_a6000,4,step,0.998494
6372,191.16,stationary,Static_Tmax,0.781885,0.020936,0.018115,0.0,0.0,30.0,single_a6000,4,step,N/A
6373,191.19,stationary,PI_adaptive,0.794608,0.020904,0.005392,-1e-06,7e-06,30.0,single_a6000,4,step,0.998494
6373,191.19,stationary,Static_Tmax,0.802157,0.020936,-0.002157,0.0,0.0,30.0,single_a6000,4,step,N/A
6374,191.22,stationary,PI_adaptive,0.790465,0.020915,0.009535,-1e-06,1.2e-05,30.0,single_a6000,4,step,0.998494
6374,191.22,stationary,Static_Tmax,0.763623,0.020936,0.036377,0.0,0.0,30.0,single_a6000,4,step,N/A
6375,191.25,stationary,PI_adaptive,0.786749,0.020931,0.013251,-1e-06,1.6e-05,30.0,single_a6000,4,step,0.998494
6375,191.25,stationary,Static_Tmax,0.814071,0.020936,-0.014071,0.0,0.0,30.0,single_a6000,4,step,N/A
6376,191.28,stationary,PI_adaptive,0.795418,0.020936,0.004582,-1e-06,6e-06,30.0,single_a6000,4,step,0.998494
6376,191.28,stationary,Static_Tmax,0.793452,0.020936,0.006548,0.0,0.0,30.0,single_a6000,4,step,N/A
6377,191.31,stationary,PI_adaptive,0.781377,0.020953,0.018623,-0.0,2.3e-05,30.0,single_a6000,4,step,0.998494
6377,191.31,stationary,Static_Tmax,0.7878,0.020936,0.0122,0.0,0.0,30.0,single_a6000,4,step,N/A
6378,191.34,stationary,PI_adaptive,0.829555,0.020935,-0.029555,-1e-06,-3.6e-05,30.0,single_a6000,4,step,0.998494
6378,191.34,stationary,Static_Tmax,0.777205,0.020936,0.022795,0.0,0.0,30.0,single_a6000,4,step,N/A
6379,191.37,stationary,PI_adaptive,0.814326,0.020917,-0.014326,-1e-06,-1.7e-05,30.0,single_a6000,4,step,0.998494
6379,191.37,stationary,Static_Tmax,0.800942,0.020936,-0.000942,0.0,0.0,30.0,single_a6000,4,step,N/A
6380,191.4,stationary,PI_adaptive,0.803387,0.020912,-0.003387,-1e-06,-4e-06,30.0,single_a6000,4,step,0.998494
6380,191.4,stationary,Static_Tmax,0.785354,0.020936,0.014646,0.0,0.0,30.0,single_a6000,4,step,N/A
6381,191.43,stationary,PI_adaptive,0.791083,0.020923,0.008917,-1e-06,1.1e-05,30.0,single_a6000,4,step,0.998494
6381,191.43,stationary,Static_Tmax,0.799886,0.020936,0.000114,0.0,0.0,30.0,single_a6000,4,step,N/A
6382,191.46,stationary,PI_adaptive,0.788517,0.020936,0.011483,-1e-06,1.4e-05,30.0,single_a6000,4,step,0.998494
6382,191.46,stationary,Static_Tmax,0.806629,0.020936,-0.006629,0.0,0.0,30.0,single_a6000,4,step,N/A
6383,191.49,stationary,PI_adaptive,0.809137,0.020924,-0.009137,-1e-06,-1.1e-05,30.0,single_a6000,4,step,0.998494
6383,191.49,stationary,Static_Tmax,0.843455,0.020936,-0.043455,0.0,0.0,30.0,single_a6000,4,step,N/A
6384,191.52,stationary,PI_adaptive,0.804632,0.020918,-0.004632,-1e-06,-6e-06,30.0,single_a6000,4,step,0.998494
6384,191.52,stationary,Static_Tmax,0.761756,0.020936,0.038244,0.0,0.0,30.0,single_a6000,4,step,N/A
6385,191.55,stationary,PI_adaptive,0.821839,0.020899,-0.021839,-1e-06,-2.6e-05,30.0,single_a6000,4,step,0.998494
6385,191.55,stationary,Static_Tmax,0.795923,0.020936,0.004077,0.0,0.0,30.0,single_a6000,4,step,N/A
6386,191.58,stationary,PI_adaptive,0.837332,0.020881,-0.037332,-1e-06,-4.5e-05,30.0,single_a6000,4,step,0.998494
6386,191.58,stationary,Static_Tmax,0.829419,0.020936,-0.029419,0.0,0.0,30.0,single_a6000,4,step,N/A
6387,191.61,stationary,PI_adaptive,0.78549,0.020898,0.01451,-1e-06,1.8e-05,30.0,single_a6000,4,step,0.998494
6387,191.61,stationary,Static_Tmax,0.814439,0.020936,-0.014439,0.0,0.0,30.0,single_a6000,4,step,N/A
6388,191.64,stationary,PI_adaptive,0.78507,0.020915,0.01493,-1e-06,1.8e-05,30.0,single_a6000,4,step,0.998494
6388,191.64,stationary,Static_Tmax,0.800054,0.020936,-5.4e-05,0.0,0.0,30.0,single_a6000,4,step,N/A
6389,191.67,stationary,PI_adaptive,0.811857,0.0209,-0.011857,-1e-06,-1.4e-05,30.0,single_a6000,4,step,0.998494
6389,191.67,stationary,Static_Tmax,0.822261,0.020936,-0.022261,0.0,0.0,30.0,single_a6000,4,step,N/A
6390,191.7,stationary,PI_adaptive,0.815047,0.020881,-0.015047,-1e-06,-1.8e-05,30.0,single_a6000,4,step,0.998494
6390,191.7,stationary,Static_Tmax,0.8015,0.020936,-0.0015,0.0,0.0,30.0,single_a6000,4,step,N/A
6391,191.73,stationary,PI_adaptive,0.845314,0.020863,-0.045314,-1e-06,-5.5e-05,30.0,single_a6000,4,step,0.998494
6391,191.73,stationary,Static_Tmax,0.7927,0.020936,0.0073,0.0,0.0,30.0,single_a6000,4,step,N/A
6392,191.76,stationary,PI_adaptive,0.76199,0.02088,0.03801,-1e-06,4.6e-05,30.0,single_a6000,4,step,0.998494
6392,191.76,stationary,Static_Tmax,0.771707,0.020936,0.028293,0.0,0.0,30.0,single_a6000,4,step,N/A
6393,191.79,stationary,PI_adaptive,0.82501,0.020861,-0.02501,-1e-06,-3e-05,30.0,single_a6000,4,step,0.998494
6393,191.79,stationary,Static_Tmax,0.798468,0.020936,0.001532,0.0,0.0,30.0,single_a6000,4,step,N/A
6394,191.82,stationary,PI_adaptive,0.797201,0.020864,0.002799,-1e-06,3e-06,30.0,single_a6000,4,step,0.998494
6394,191.82,stationary,Static_Tmax,0.78915,0.020936,0.01085,0.0,0.0,30.0,single_a6000,4,step,N/A
6395,191.85,stationary,PI_adaptive,0.785181,0.020881,0.014819,-1e-06,1.8e-05,30.0,single_a6000,4,step,0.998494
6395,191.85,stationary,Static_Tmax,0.784259,0.020936,0.015741,0.0,0.0,30.0,single_a6000,4,step,N/A
6396,191.88,stationary,PI_adaptive,0.805043,0.020874,-0.005043,-1e-06,-6e-06,30.0,single_a6000,4,step,0.998494
6396,191.88,stationary,Static_Tmax,0.798053,0.020936,0.001947,0.0,0.0,30.0,single_a6000,4,step,N/A
6397,191.91,stationary,PI_adaptive,0.803774,0.020869,-0.003774,-1e-06,-5e-06,30.0,single_a6000,4,step,0.998494
6397,191.91,stationary,Static_Tmax,0.806789,0.020936,-0.006789,0.0,0.0,30.0,single_a6000,4,step,N/A
6398,191.94,stationary,PI_adaptive,0.786132,0.020885,0.013868,-1e-06,1.7e-05,30.0,single_a6000,4,step,0.998494
6398,191.94,stationary,Static_Tmax,0.770826,0.020936,0.029174,0.0,0.0,30.0,single_a6000,4,step,N/A
6399,191.97,stationary,PI_adaptive,0.765026,0.020902,0.034974,-1e-06,4.2e-05,30.0,single_a6000,4,step,0.998494
6399,191.97,stationary,Static_Tmax,0.860534,0.020936,-0.060534,0.0,0.0,30.0,single_a6000,4,step,N/A
6400,192.0,stationary,PI_adaptive,0.826898,0.020884,-0.026898,-1e-06,-3.3e-05,30.0,single_a6000,4,step,0.998494
6400,192.0,stationary,Static_Tmax,0.826804,0.020936,-0.026804,0.0,0.0,30.0,single_a6000,4,step,N/A
6401,192.03,stationary,PI_adaptive,0.782345,0.020901,0.017655,-1e-06,2.1e-05,30.0,single_a6000,4,step,0.998494
6401,192.03,stationary,Static_Tmax,0.800191,0.020936,-0.000191,0.0,0.0,30.0,single_a6000,4,step,N/A
6402,192.06,stationary,PI_adaptive,0.780922,0.020919,0.019078,-1e-06,2.3e-05,30.0,single_a6000,4,step,0.998494
6402,192.06,stationary,Static_Tmax,0.773759,0.020936,0.026241,0.0,0.0,30.0,single_a6000,4,step,N/A
6403,192.09,stationary,PI_adaptive,0.786842,0.020934,0.013158,-1e-06,1.6e-05,30.0,single_a6000,4,step,0.998494
6403,192.09,stationary,Static_Tmax,0.826524,0.020936,-0.026524,0.0,0.0,30.0,single_a6000,4,step,N/A
6404,192.12,stationary,PI_adaptive,0.816648,0.020915,-0.016648,-1e-06,-2e-05,30.0,single_a6000,4,step,0.998494
6404,192.12,stationary,Static_Tmax,0.7806,0.020936,0.0194,0.0,0.0,30.0,single_a6000,4,step,N/A
6405,192.15,stationary,PI_adaptive,0.792057,0.020924,0.007943,-1e-06,1e-05,30.0,single_a6000,4,step,0.998494
6405,192.15,stationary,Static_Tmax,0.814983,0.020936,-0.014983,0.0,0.0,30.0,single_a6000,4,step,N/A
6406,192.18,stationary,PI_adaptive,0.78765,0.020939,0.01235,-1e-06,1.5e-05,30.0,single_a6000,4,step,0.998494
6406,192.18,stationary,Static_Tmax,0.801592,0.020936,-0.001592,0.0,0.0,30.0,single_a6000,4,step,N/A
6407,192.21,stationary,PI_adaptive,0.808243,0.020928,-0.008243,-1e-06,-1e-05,30.0,single_a6000,4,step,0.998494
6407,192.21,stationary,Static_Tmax,0.807819,0.020936,-0.007819,0.0,0.0,30.0,single_a6000,4,step,N/A
6408,192.24,stationary,PI_adaptive,0.804453,0.020922,-0.004453,-1e-06,-5e-06,30.0,single_a6000,4,step,0.998494
6408,192.24,stationary,Static_Tmax,0.786927,0.020936,0.013073,0.0,0.0,30.0,single_a6000,4,step,N/A
6409,192.27,stationary,PI_adaptive,0.787876,0.020936,0.012124,-1e-06,1.5e-05,30.0,single_a6000,4,step,0.998494
6409,192.27,stationary,Static_Tmax,0.777328,0.020936,0.022672,0.0,0.0,30.0,single_a6000,4,step,N/A
6410,192.3,stationary,PI_adaptive,0.768785,0.020954,0.031215,-1e-06,3.8e-05,30.0,single_a6000,4,step,0.998494
6410,192.3,stationary,Static_Tmax,0.797706,0.020936,0.002294,0.0,0.0,30.0,single_a6000,4,step,N/A
6411,192.33,stationary,PI_adaptive,0.817719,0.020935,-0.017719,-1e-06,-2.1e-05,30.0,single_a6000,4,step,0.998494
6411,192.33,stationary,Static_Tmax,0.772395,0.020936,0.027605,0.0,0.0,30.0,single_a6000,4,step,N/A
6412,192.36,stationary,PI_adaptive,0.805386,0.020928,-0.005386,-1e-06,-7e-06,30.0,single_a6000,4,step,0.998494
6412,192.36,stationary,Static_Tmax,0.815693,0.020936,-0.015693,0.0,0.0,30.0,single_a6000,4,step,N/A
6413,192.39,stationary,PI_adaptive,0.762632,0.020946,0.037368,-0.0,4.5e-05,30.0,single_a6000,4,step,0.998494
6413,192.39,stationary,Static_Tmax,0.794589,0.020936,0.005411,0.0,0.0,30.0,single_a6000,4,step,N/A
6414,192.42,stationary,PI_adaptive,0.833677,0.020927,-0.033677,-1e-06,-4.1e-05,30.0,single_a6000,4,step,0.998494
6414,192.42,stationary,Static_Tmax,0.811039,0.020936,-0.011039,0.0,0.0,30.0,single_a6000,4,step,N/A
6415,192.45,stationary,PI_adaptive,0.761874,0.020945,0.038126,-0.0,4.6e-05,30.0,single_a6000,4,step,0.998494
6415,192.45,stationary,Static_Tmax,0.813167,0.020936,-0.013167,0.0,0.0,30.0,single_a6000,4,step,N/A
6416,192.48,stationary,PI_adaptive,0.785716,0.020961,0.014284,-0.0,1.7e-05,30.0,single_a6000,4,step,0.998494
6416,192.48,stationary,Static_Tmax,0.813827,0.020936,-0.013827,0.0,0.0,30.0,single_a6000,4,step,N/A
6417,192.51,stationary,PI_adaptive,0.788193,0.020975,0.011807,-0.0,1.4e-05,30.0,single_a6000,4,step,0.998494
6417,192.51,stationary,Static_Tmax,0.79894,0.020936,0.00106,0.0,0.0,30.0,single_a6000,4,step,N/A
6418,192.54,stationary,PI_adaptive,0.792329,0.020984,0.007671,-0.0,9e-06,30.0,single_a6000,4,step,0.998494
6418,192.54,stationary,Static_Tmax,0.800064,0.020936,-6.4e-05,0.0,0.0,30.0,single_a6000,4,step,N/A
6419,192.57,stationary,PI_adaptive,0.792426,0.020993,0.007574,-0.0,9e-06,30.0,single_a6000,4,step,0.998494
6419,192.57,stationary,Static_Tmax,0.79553,0.020936,0.00447,0.0,0.0,30.0,single_a6000,4,step,N/A
6420,192.6,stationary,PI_adaptive,0.780941,0.02101,0.019059,-0.0,2.3e-05,30.0,single_a6000,4,step,0.998494
6420,192.6,stationary,Static_Tmax,0.809814,0.020936,-0.009814,0.0,0.0,30.0,single_a6000,4,step,N/A
6421,192.63,stationary,PI_adaptive,0.809331,0.020999,-0.009331,-0.0,-1.1e-05,30.0,single_a6000,4,step,0.998494
6421,192.63,stationary,Static_Tmax,0.76767,0.020936,0.03233,0.0,0.0,30.0,single_a6000,4,step,N/A
6422,192.66,stationary,PI_adaptive,0.824777,0.02098,-0.024777,-0.0,-3e-05,30.0,single_a6000,4,step,0.998494
6422,192.66,stationary,Static_Tmax,0.796475,0.020936,0.003525,0.0,0.0,30.0,single_a6000,4,step,N/A
6423,192.69,stationary,PI_adaptive,0.806714,0.020972,-0.006714,-0.0,-8e-06,30.0,single_a6000,4,step,0.998494
6423,192.69,stationary,Static_Tmax,0.815292,0.020936,-0.015292,0.0,0.0,30.0,single_a6000,4,step,N/A
6424,192.72,stationary,PI_adaptive,0.809373,0.02096,-0.009373,-0.0,-1.1e-05,30.0,single_a6000,4,step,0.998494
6424,192.72,stationary,Static_Tmax,0.823305,0.020936,-0.023305,0.0,0.0,30.0,single_a6000,4,step,N/A
6425,192.75,stationary,PI_adaptive,0.796016,0.020964,0.003984,-0.0,5e-06,30.0,single_a6000,4,step,0.998494
6425,192.75,stationary,Static_Tmax,0.820689,0.020936,-0.020689,0.0,0.0,30.0,single_a6000,4,step,N/A
6426,192.78,stationary,PI_adaptive,0.804682,0.020958,-0.004682,-0.0,-6e-06,30.0,single_a6000,4,step,0.998494
6426,192.78,stationary,Static_Tmax,0.810153,0.020936,-0.010153,0.0,0.0,30.0,single_a6000,4,step,N/A
6427,192.81,stationary,PI_adaptive,0.809815,0.020946,-0.009815,-0.0,-1.2e-05,30.0,single_a6000,4,step,0.998494
