iteration,t_sec,phase,policy,war_observed,tmax_current,error_e_t,integral_term,proportional_term,tau_iter_ms,hardware_label,K,workload,spectral_radius
11106,333.18,post_drift,Static_Tmax,0.67765,0.020936,0.12235,0.0,0.0,30.0,single_a6000,4,step,N/A
11107,333.21,post_drift,PI_adaptive,0.779465,0.027048,0.020535,-0.0,2.5e-05,30.0,single_a6000,4,step,0.998494
11107,333.21,post_drift,Static_Tmax,0.649722,0.020936,0.150278,0.0,0.0,30.0,single_a6000,4,step,N/A
11108,333.24,post_drift,PI_adaptive,0.78645,0.027064,0.01355,-0.0,1.6e-05,30.0,single_a6000,4,step,0.998494
11108,333.24,post_drift,Static_Tmax,0.644641,0.020936,0.155359,0.0,0.0,30.0,single_a6000,4,step,N/A
11109,333.27,post_drift,PI_adaptive,0.769851,0.027082,0.030149,-0.0,3.6e-05,30.0,single_a6000,4,step,0.998494
11109,333.27,post_drift,Static_Tmax,0.645921,0.020936,0.154079,0.0,0.0,30.0,single_a6000,4,step,N/A
11110,333.3,post_drift,PI_adaptive,0.812361,0.027067,-0.012361,-0.0,-1.5e-05,30.0,single_a6000,4,step,0.998494
11110,333.3,post_drift,Static_Tmax,0.657233,0.020936,0.142767,0.0,0.0,30.0,single_a6000,4,step,N/A
11111,333.33,post_drift,PI_adaptive,0.809163,0.027056,-0.009163,-0.0,-1.1e-05,30.0,single_a6000,4,step,0.998494
11111,333.33,post_drift,Static_Tmax,0.64739,0.020936,0.15261,0.0,0.0,30.0,single_a6000,4,step,N/A
11112,333.36,post_drift,PI_adaptive,0.816906,0.027037,-0.016906,-0.0,-2e-05,30.0,single_a6000,4,step,0.998494
11112,333.36,post_drift,Static_Tmax,0.647144,0.020936,0.152856,0.0,0.0,30.0,single_a6000,4,step,N/A
11113,333.39,post_drift,PI_adaptive,0.756314,0.027055,0.043686,-0.0,5.3e-05,30.0,single_a6000,4,step,0.998494
11113,333.39,post_drift,Static_Tmax,0.663644,0.020936,0.136356,0.0,0.0,30.0,single_a6000,4,step,N/A
11114,333.42,post_drift,PI_adaptive,0.814191,0.027038,-0.014191,-0.0,-1.7e-05,30.0,single_a6000,4,step,0.998494
11114,333.42,post_drift,Static_Tmax,0.646126,0.020936,0.153874,0.0,0.0,30.0,single_a6000,4,step,N/A
11115,333.45,post_drift,PI_adaptive,0.822482,0.02702,-0.022482,-0.0,-2.7e-05,30.0,single_a6000,4,step,0.998494
11115,333.45,post_drift,Static_Tmax,0.640297,0.020936,0.159703,0.0,0.0,30.0,single_a6000,4,step,N/A
11116,333.48,post_drift,PI_adaptive,0.811548,0.027006,-0.011548,-0.0,-1.4e-05,30.0,single_a6000,4,step,0.998494
11116,333.48,post_drift,Static_Tmax,0.692207,0.020936,0.107793,0.0,0.0,30.0,single_a6000,4,step,N/A
11117,333.51,post_drift,PI_adaptive,0.798585,0.027007,0.001415,-0.0,2e-06,30.0,single_a6000,4,step,0.998494
11117,333.51,post_drift,Static_Tmax,0.652781,0.020936,0.147219,0.0,0.0,30.0,single_a6000,4,step,N/A
11118,333.54,post_drift,PI_adaptive,0.795768,0.027012,0.004232,-0.0,5e-06,30.0,single_a6000,4,step,0.998494
11118,333.54,post_drift,Static_Tmax,0.689877,0.020936,0.110123,0.0,0.0,30.0,single_a6000,4,step,N/A
11119,333.57,post_drift,PI_adaptive,0.806036,0.027005,-0.006036,-0.0,-7e-06,30.0,single_a6000,4,step,0.998494
11119,333.57,post_drift,Static_Tmax,0.700195,0.020936,0.099805,0.0,0.0,30.0,single_a6000,4,step,N/A
11120,333.6,post_drift,PI_adaptive,0.803416,0.027,-0.003416,-0.0,-4e-06,30.0,single_a6000,4,step,0.998494
11120,333.6,post_drift,Static_Tmax,0.644235,0.020936,0.155765,0.0,0.0,30.0,single_a6000,4,step,N/A
11121,333.63,post_drift,PI_adaptive,0.786074,0.027017,0.013926,-0.0,1.7e-05,30.0,single_a6000,4,step,0.998494
11121,333.63,post_drift,Static_Tmax,0.658543,0.020936,0.141457,0.0,0.0,30.0,single_a6000,4,step,N/A
11122,333.66,post_drift,PI_adaptive,0.757251,0.027035,0.042749,-0.0,5.2e-05,30.0,single_a6000,4,step,0.998494
11122,333.66,post_drift,Static_Tmax,0.647811,0.020936,0.152189,0.0,0.0,30.0,single_a6000,4,step,N/A
11123,333.69,post_drift,PI_adaptive,0.789381,0.027048,0.010619,-0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
11123,333.69,post_drift,Static_Tmax,0.662107,0.020936,0.137893,0.0,0.0,30.0,single_a6000,4,step,N/A
11124,333.72,post_drift,PI_adaptive,0.837528,0.02703,-0.037528,-0.0,-4.5e-05,30.0,single_a6000,4,step,0.998494
11124,333.72,post_drift,Static_Tmax,0.658407,0.020936,0.141593,0.0,0.0,30.0,single_a6000,4,step,N/A
11125,333.75,post_drift,PI_adaptive,0.759876,0.027048,0.040124,-0.0,4.9e-05,30.0,single_a6000,4,step,0.998494
11125,333.75,post_drift,Static_Tmax,0.639033,0.020936,0.160967,0.0,0.0,30.0,single_a6000,4,step,N/A
11126,333.78,post_drift,PI_adaptive,0.803934,0.027043,-0.003934,-0.0,-5e-06,30.0,single_a6000,4,step,0.998494
11126,333.78,post_drift,Static_Tmax,0.659171,0.020936,0.140829,0.0,0.0,30.0,single_a6000,4,step,N/A
11127,333.81,post_drift,PI_adaptive,0.831081,0.027025,-0.031081,-0.0,-3.8e-05,30.0,single_a6000,4,step,0.998494
11127,333.81,post_drift,Static_Tmax,0.676513,0.020936,0.123487,0.0,0.0,30.0,single_a6000,4,step,N/A
11128,333.84,post_drift,PI_adaptive,0.816831,0.027006,-0.016831,-0.0,-2e-05,30.0,single_a6000,4,step,0.998494
11128,333.84,post_drift,Static_Tmax,0.652968,0.020936,0.147032,0.0,0.0,30.0,single_a6000,4,step,N/A
11129,333.87,post_drift,PI_adaptive,0.819847,0.026988,-0.019847,-0.0,-2.4e-05,30.0,single_a6000,4,step,0.998494
11129,333.87,post_drift,Static_Tmax,0.639393,0.020936,0.160607,0.0,0.0,30.0,single_a6000,4,step,N/A
11130,333.9,post_drift,PI_adaptive,0.816865,0.02697,-0.016865,-0.0,-2e-05,30.0,single_a6000,4,step,0.998494
11130,333.9,post_drift,Static_Tmax,0.651663,0.020936,0.148337,0.0,0.0,30.0,single_a6000,4,step,N/A
11131,333.93,post_drift,PI_adaptive,0.768174,0.026988,0.031826,-0.0,3.8e-05,30.0,single_a6000,4,step,0.998494
11131,333.93,post_drift,Static_Tmax,0.669176,0.020936,0.130824,0.0,0.0,30.0,single_a6000,4,step,N/A
11132,333.96,post_drift,PI_adaptive,0.825442,0.02697,-0.025442,-0.0,-3.1e-05,30.0,single_a6000,4,step,0.998494
11132,333.96,post_drift,Static_Tmax,0.649179,0.020936,0.150821,0.0,0.0,30.0,single_a6000,4,step,N/A
11133,333.99,post_drift,PI_adaptive,0.828381,0.026951,-0.028381,-0.0,-3.4e-05,30.0,single_a6000,4,step,0.998494
11133,333.99,post_drift,Static_Tmax,0.624192,0.020936,0.175808,0.0,0.0,30.0,single_a6000,4,step,N/A
11134,334.02,post_drift,PI_adaptive,0.772823,0.026969,0.027177,-0.0,3.3e-05,30.0,single_a6000,4,step,0.998494
11134,334.02,post_drift,Static_Tmax,0.654377,0.020936,0.145623,0.0,0.0,30.0,single_a6000,4,step,N/A
11135,334.05,post_drift,PI_adaptive,0.789701,0.026981,0.010299,-0.0,1.2e-05,30.0,single_a6000,4,step,0.998494
11135,334.05,post_drift,Static_Tmax,0.643968,0.020936,0.156032,0.0,0.0,30.0,single_a6000,4,step,N/A
11136,334.08,post_drift,PI_adaptive,0.800036,0.026981,-3.6e-05,-0.0,-0.0,30.0,single_a6000,4,step,0.998494
11136,334.08,post_drift,Static_Tmax,0.646739,0.020936,0.153261,0.0,0.0,30.0,single_a6000,4,step,N/A
11137,334.11,post_drift,PI_adaptive,0.790178,0.026993,0.009822,-0.0,1.2e-05,30.0,single_a6000,4,step,0.998494
11137,334.11,post_drift,Static_Tmax,0.66288,0.020936,0.13712,0.0,0.0,30.0,single_a6000,4,step,N/A
11138,334.14,post_drift,PI_adaptive,0.784241,0.027011,0.015759,-0.0,1.9e-05,30.0,single_a6000,4,step,0.998494
11138,334.14,post_drift,Static_Tmax,0.655191,0.020936,0.144809,0.0,0.0,30.0,single_a6000,4,step,N/A
11139,334.17,post_drift,PI_adaptive,0.785039,0.027029,0.014961,-0.0,1.8e-05,30.0,single_a6000,4,step,0.998494
11139,334.17,post_drift,Static_Tmax,0.633199,0.020936,0.166801,0.0,0.0,30.0,single_a6000,4,step,N/A
11140,334.2,post_drift,PI_adaptive,0.813582,0.027012,-0.013582,-0.0,-1.6e-05,30.0,single_a6000,4,step,0.998494
11140,334.2,post_drift,Static_Tmax,0.691467,0.020936,0.108533,0.0,0.0,30.0,single_a6000,4,step,N/A
11141,334.23,post_drift,PI_adaptive,0.819268,0.026994,-0.019268,-0.0,-2.3e-05,30.0,single_a6000,4,step,0.998494
11141,334.23,post_drift,Static_Tmax,0.663945,0.020936,0.136055,0.0,0.0,30.0,single_a6000,4,step,N/A
11142,334.26,post_drift,PI_adaptive,0.784781,0.027012,0.015219,-0.0,1.8e-05,30.0,single_a6000,4,step,0.998494
11142,334.26,post_drift,Static_Tmax,0.651573,0.020936,0.148427,0.0,0.0,30.0,single_a6000,4,step,N/A
11143,334.29,post_drift,PI_adaptive,0.81911,0.026993,-0.01911,-0.0,-2.3e-05,30.0,single_a6000,4,step,0.998494
11143,334.29,post_drift,Static_Tmax,0.611681,0.020936,0.188319,0.0,0.0,30.0,single_a6000,4,step,N/A
11144,334.32,post_drift,PI_adaptive,0.790339,0.027005,0.009661,-0.0,1.2e-05,30.0,single_a6000,4,step,0.998494
11144,334.32,post_drift,Static_Tmax,0.671993,0.020936,0.128007,0.0,0.0,30.0,single_a6000,4,step,N/A
11145,334.35,post_drift,PI_adaptive,0.775069,0.027023,0.024931,-0.0,3e-05,30.0,single_a6000,4,step,0.998494
11145,334.35,post_drift,Static_Tmax,0.665779,0.020936,0.134221,0.0,0.0,30.0,single_a6000,4,step,N/A
11146,334.38,post_drift,PI_adaptive,0.805733,0.027016,-0.005733,-0.0,-7e-06,30.0,single_a6000,4,step,0.998494
11146,334.38,post_drift,Static_Tmax,0.628225,0.020936,0.171775,0.0,0.0,30.0,single_a6000,4,step,N/A
11147,334.41,post_drift,PI_adaptive,0.799791,0.027016,0.000209,-0.0,0.0,30.0,single_a6000,4,step,0.998494
11147,334.41,post_drift,Static_Tmax,0.644962,0.020936,0.155038,0.0,0.0,30.0,single_a6000,4,step,N/A
11148,334.44,post_drift,PI_adaptive,0.806376,0.027008,-0.006376,-0.0,-8e-06,30.0,single_a6000,4,step,0.998494
11148,334.44,post_drift,Static_Tmax,0.670707,0.020936,0.129293,0.0,0.0,30.0,single_a6000,4,step,N/A
11149,334.47,post_drift,PI_adaptive,0.805876,0.027001,-0.005876,-0.0,-7e-06,30.0,single_a6000,4,step,0.998494
11149,334.47,post_drift,Static_Tmax,0.658763,0.020936,0.141237,0.0,0.0,30.0,single_a6000,4,step,N/A
11150,334.5,post_drift,PI_adaptive,0.803529,0.026996,-0.003529,-0.0,-4e-06,30.0,single_a6000,4,step,0.998494
11150,334.5,post_drift,Static_Tmax,0.63379,0.020936,0.16621,0.0,0.0,30.0,single_a6000,4,step,N/A
11151,334.53,post_drift,PI_adaptive,0.797048,0.027,0.002952,-0.0,4e-06,30.0,single_a6000,4,step,0.998494
11151,334.53,post_drift,Static_Tmax,0.641381,0.020936,0.158619,0.0,0.0,30.0,single_a6000,4,step,N/A
11152,334.56,post_drift,PI_adaptive,0.818362,0.026982,-0.018362,-0.0,-2.2e-05,30.0,single_a6000,4,step,0.998494
11152,334.56,post_drift,Static_Tmax,0.670976,0.020936,0.129024,0.0,0.0,30.0,single_a6000,4,step,N/A
11153,334.59,post_drift,PI_adaptive,0.810974,0.026968,-0.010974,-0.0,-1.3e-05,30.0,single_a6000,4,step,0.998494
11153,334.59,post_drift,Static_Tmax,0.691581,0.020936,0.108419,0.0,0.0,30.0,single_a6000,4,step,N/A
11154,334.62,post_drift,PI_adaptive,0.790496,0.026979,0.009504,-0.0,1.1e-05,30.0,single_a6000,4,step,0.998494
11154,334.62,post_drift,Static_Tmax,0.646331,0.020936,0.153669,0.0,0.0,30.0,single_a6000,4,step,N/A
11155,334.65,post_drift,PI_adaptive,0.79025,0.026991,0.00975,-0.0,1.2e-05,30.0,single_a6000,4,step,0.998494
11155,334.65,post_drift,Static_Tmax,0.625266,0.020936,0.174734,0.0,0.0,30.0,single_a6000,4,step,N/A
11156,334.68,post_drift,PI_adaptive,0.767083,0.027009,0.032917,-0.0,4e-05,30.0,single_a6000,4,step,0.998494
11156,334.68,post_drift,Static_Tmax,0.669733,0.020936,0.130267,0.0,0.0,30.0,single_a6000,4,step,N/A
11157,334.71,post_drift,PI_adaptive,0.770011,0.027027,0.029989,-0.0,3.6e-05,30.0,single_a6000,4,step,0.998494
11157,334.71,post_drift,Static_Tmax,0.635813,0.020936,0.164187,0.0,0.0,30.0,single_a6000,4,step,N/A
11158,334.74,post_drift,PI_adaptive,0.796238,0.027031,0.003762,-0.0,5e-06,30.0,single_a6000,4,step,0.998494
11158,334.74,post_drift,Static_Tmax,0.649067,0.020936,0.150933,0.0,0.0,30.0,single_a6000,4,step,N/A
11159,334.77,post_drift,PI_adaptive,0.816076,0.027013,-0.016076,-0.0,-1.9e-05,30.0,single_a6000,4,step,0.998494
11159,334.77,post_drift,Static_Tmax,0.65852,0.020936,0.14148,0.0,0.0,30.0,single_a6000,4,step,N/A
11160,334.8,post_drift,PI_adaptive,0.782031,0.027031,0.017969,-0.0,2.2e-05,30.0,single_a6000,4,step,0.998494
11160,334.8,post_drift,Static_Tmax,0.676744,0.020936,0.123256,0.0,0.0,30.0,single_a6000,4,step,N/A
11161,334.83,post_drift,PI_adaptive,0.812936,0.027015,-0.012936,-0.0,-1.6e-05,30.0,single_a6000,4,step,0.998494
11161,334.83,post_drift,Static_Tmax,0.629091,0.020936,0.170909,0.0,0.0,30.0,single_a6000,4,step,N/A
11162,334.86,post_drift,PI_adaptive,0.803091,0.027012,-0.003091,-0.0,-4e-06,30.0,single_a6000,4,step,0.998494
11162,334.86,post_drift,Static_Tmax,0.64301,0.020936,0.15699,0.0,0.0,30.0,single_a6000,4,step,N/A
11163,334.89,post_drift,PI_adaptive,0.78314,0.02703,0.01686,-0.0,2e-05,30.0,single_a6000,4,step,0.998494
11163,334.89,post_drift,Static_Tmax,0.694701,0.020936,0.105299,0.0,0.0,30.0,single_a6000,4,step,N/A
11164,334.92,post_drift,PI_adaptive,0.800814,0.027029,-0.000814,-0.0,-1e-06,30.0,single_a6000,4,step,0.998494
11164,334.92,post_drift,Static_Tmax,0.65296,0.020936,0.14704,0.0,0.0,30.0,single_a6000,4,step,N/A
11165,334.95,post_drift,PI_adaptive,0.800007,0.027029,-7e-06,-0.0,-0.0,30.0,single_a6000,4,step,0.998494
11165,334.95,post_drift,Static_Tmax,0.674796,0.020936,0.125204,0.0,0.0,30.0,single_a6000,4,step,N/A
11166,334.98,post_drift,PI_adaptive,0.784274,0.027047,0.015726,-0.0,1.9e-05,30.0,single_a6000,4,step,0.998494
11166,334.98,post_drift,Static_Tmax,0.646694,0.020936,0.153306,0.0,0.0,30.0,single_a6000,4,step,N/A
11167,335.01,post_drift,PI_adaptive,0.8118,0.027032,-0.0118,-0.0,-1.4e-05,30.0,single_a6000,4,step,0.998494
11167,335.01,post_drift,Static_Tmax,0.626983,0.020936,0.173017,0.0,0.0,30.0,single_a6000,4,step,N/A
11168,335.04,post_drift,PI_adaptive,0.818196,0.027014,-0.018196,-0.0,-2.2e-05,30.0,single_a6000,4,step,0.998494
11168,335.04,post_drift,Static_Tmax,0.625208,0.020936,0.174792,0.0,0.0,30.0,single_a6000,4,step,N/A
11169,335.07,post_drift,PI_adaptive,0.793103,0.027022,0.006897,-0.0,8e-06,30.0,single_a6000,4,step,0.998494
11169,335.07,post_drift,Static_Tmax,0.625334,0.020936,0.174666,0.0,0.0,30.0,single_a6000,4,step,N/A
11170,335.1,post_drift,PI_adaptive,0.777058,0.02704,0.022942,-0.0,2.8e-05,30.0,single_a6000,4,step,0.998494
11170,335.1,post_drift,Static_Tmax,0.683264,0.020936,0.116736,0.0,0.0,30.0,single_a6000,4,step,N/A
11171,335.13,post_drift,PI_adaptive,0.819433,0.027022,-0.019433,-0.0,-2.3e-05,30.0,single_a6000,4,step,0.998494
11171,335.13,post_drift,Static_Tmax,0.680338,0.020936,0.119662,0.0,0.0,30.0,single_a6000,4,step,N/A
11172,335.16,post_drift,PI_adaptive,0.769202,0.02704,0.030798,-0.0,3.7e-05,30.0,single_a6000,4,step,0.998494
11172,335.16,post_drift,Static_Tmax,0.63629,0.020936,0.16371,0.0,0.0,30.0,single_a6000,4,step,N/A
11173,335.19,post_drift,PI_adaptive,0.80534,0.027034,-0.00534,-0.0,-6e-06,30.0,single_a6000,4,step,0.998494
11173,335.19,post_drift,Static_Tmax,0.671618,0.020936,0.128382,0.0,0.0,30.0,single_a6000,4,step,N/A
11174,335.22,post_drift,PI_adaptive,0.782422,0.027052,0.017578,0.0,2.1e-05,30.0,single_a6000,4,step,0.998494
11174,335.22,post_drift,Static_Tmax,0.645733,0.020936,0.154267,0.0,0.0,30.0,single_a6000,4,step,N/A
11175,335.25,post_drift,PI_adaptive,0.776147,0.02707,0.023853,0.0,2.9e-05,30.0,single_a6000,4,step,0.998494
11175,335.25,post_drift,Static_Tmax,0.690476,0.020936,0.109524,0.0,0.0,30.0,single_a6000,4,step,N/A
11176,335.28,post_drift,PI_adaptive,0.789636,0.027083,0.010364,0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
11176,335.28,post_drift,Static_Tmax,0.657937,0.020936,0.142063,0.0,0.0,30.0,single_a6000,4,step,N/A
11177,335.31,post_drift,PI_adaptive,0.80106,0.027081,-0.00106,0.0,-1e-06,30.0,single_a6000,4,step,0.998494
11177,335.31,post_drift,Static_Tmax,0.679424,0.020936,0.120576,0.0,0.0,30.0,single_a6000,4,step,N/A
11178,335.34,post_drift,PI_adaptive,0.780314,0.0271,0.019686,0.0,2.4e-05,30.0,single_a6000,4,step,0.998494
11178,335.34,post_drift,Static_Tmax,0.680676,0.020936,0.119324,0.0,0.0,30.0,single_a6000,4,step,N/A
11179,335.37,post_drift,PI_adaptive,0.774151,0.027118,0.025849,0.0,3.1e-05,30.0,single_a6000,4,step,0.998494
11179,335.37,post_drift,Static_Tmax,0.680626,0.020936,0.119374,0.0,0.0,30.0,single_a6000,4,step,N/A
11180,335.4,post_drift,PI_adaptive,0.765782,0.027136,0.034218,0.0,4.1e-05,30.0,single_a6000,4,step,0.998494
11180,335.4,post_drift,Static_Tmax,0.65522,0.020936,0.14478,0.0,0.0,30.0,single_a6000,4,step,N/A
11181,335.43,post_drift,PI_adaptive,0.832961,0.027118,-0.032961,0.0,-4e-05,30.0,single_a6000,4,step,0.998494
11181,335.43,post_drift,Static_Tmax,0.671256,0.020936,0.128744,0.0,0.0,30.0,single_a6000,4,step,N/A
11182,335.46,post_drift,PI_adaptive,0.808521,0.027108,-0.008521,0.0,-1e-05,30.0,single_a6000,4,step,0.998494
11182,335.46,post_drift,Static_Tmax,0.636343,0.020936,0.163657,0.0,0.0,30.0,single_a6000,4,step,N/A
11183,335.49,post_drift,PI_adaptive,0.785197,0.027126,0.014803,0.0,1.8e-05,30.0,single_a6000,4,step,0.998494
11183,335.49,post_drift,Static_Tmax,0.684199,0.020936,0.115801,0.0,0.0,30.0,single_a6000,4,step,N/A
11184,335.52,post_drift,PI_adaptive,0.8097,0.027114,-0.0097,0.0,-1.2e-05,30.0,single_a6000,4,step,0.998494
11184,335.52,post_drift,Static_Tmax,0.675116,0.020936,0.124884,0.0,0.0,30.0,single_a6000,4,step,N/A
11185,335.55,post_drift,PI_adaptive,0.801499,0.027113,-0.001499,0.0,-2e-06,30.0,single_a6000,4,step,0.998494
11185,335.55,post_drift,Static_Tmax,0.651677,0.020936,0.148323,0.0,0.0,30.0,single_a6000,4,step,N/A
11186,335.58,post_drift,PI_adaptive,0.815323,0.027095,-0.015323,0.0,-1.9e-05,30.0,single_a6000,4,step,0.998494
11186,335.58,post_drift,Static_Tmax,0.662498,0.020936,0.137502,0.0,0.0,30.0,single_a6000,4,step,N/A
11187,335.61,post_drift,PI_adaptive,0.796233,0.0271,0.003767,0.0,5e-06,30.0,single_a6000,4,step,0.998494
11187,335.61,post_drift,Static_Tmax,0.629031,0.020936,0.170969,0.0,0.0,30.0,single_a6000,4,step,N/A
11188,335.64,post_drift,PI_adaptive,0.818804,0.027082,-0.018804,0.0,-2.3e-05,30.0,single_a6000,4,step,0.998494
11188,335.64,post_drift,Static_Tmax,0.666112,0.020936,0.133888,0.0,0.0,30.0,single_a6000,4,step,N/A
11189,335.67,post_drift,PI_adaptive,0.787242,0.027097,0.012758,0.0,1.5e-05,30.0,single_a6000,4,step,0.998494
11189,335.67,post_drift,Static_Tmax,0.680896,0.020936,0.119104,0.0,0.0,30.0,single_a6000,4,step,N/A
11190,335.7,post_drift,PI_adaptive,0.804554,0.027092,-0.004554,0.0,-6e-06,30.0,single_a6000,4,step,0.998494
11190,335.7,post_drift,Static_Tmax,0.662579,0.020936,0.137421,0.0,0.0,30.0,single_a6000,4,step,N/A
11191,335.73,post_drift,PI_adaptive,0.817248,0.027074,-0.017248,0.0,-2.1e-05,30.0,single_a6000,4,step,0.998494
11191,335.73,post_drift,Static_Tmax,0.670685,0.020936,0.129315,0.0,0.0,30.0,single_a6000,4,step,N/A
11192,335.76,post_drift,PI_adaptive,0.805085,0.027068,-0.005085,0.0,-6e-06,30.0,single_a6000,4,step,0.998494
11192,335.76,post_drift,Static_Tmax,0.653539,0.020936,0.146461,0.0,0.0,30.0,single_a6000,4,step,N/A
11193,335.79,post_drift,PI_adaptive,0.838763,0.02705,-0.038763,0.0,-4.7e-05,30.0,single_a6000,4,step,0.998494
11193,335.79,post_drift,Static_Tmax,0.642635,0.020936,0.157365,0.0,0.0,30.0,single_a6000,4,step,N/A
11194,335.82,post_drift,PI_adaptive,0.813649,0.027033,-0.013649,-0.0,-1.7e-05,30.0,single_a6000,4,step,0.998494
11194,335.82,post_drift,Static_Tmax,0.655634,0.020936,0.144366,0.0,0.0,30.0,single_a6000,4,step,N/A
11195,335.85,post_drift,PI_adaptive,0.807494,0.027024,-0.007494,-0.0,-9e-06,30.0,single_a6000,4,step,0.998494
11195,335.85,post_drift,Static_Tmax,0.68198,0.020936,0.11802,0.0,0.0,30.0,single_a6000,4,step,N/A
11196,335.88,post_drift,PI_adaptive,0.791986,0.027034,0.008014,-0.0,1e-05,30.0,single_a6000,4,step,0.998494
11196,335.88,post_drift,Static_Tmax,0.669348,0.020936,0.130652,0.0,0.0,30.0,single_a6000,4,step,N/A
11197,335.91,post_drift,PI_adaptive,0.803722,0.027029,-0.003722,-0.0,-5e-06,30.0,single_a6000,4,step,0.998494
11197,335.91,post_drift,Static_Tmax,0.644485,0.020936,0.155515,0.0,0.0,30.0,single_a6000,4,step,N/A
11198,335.94,post_drift,PI_adaptive,0.823482,0.027011,-0.023482,-0.0,-2.8e-05,30.0,single_a6000,4,step,0.998494
11198,335.94,post_drift,Static_Tmax,0.671535,0.020936,0.128465,0.0,0.0,30.0,single_a6000,4,step,N/A
11199,335.97,post_drift,PI_adaptive,0.789267,0.027024,0.010733,-0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
11199,335.97,post_drift,Static_Tmax,0.679383,0.020936,0.120617,0.0,0.0,30.0,single_a6000,4,step,N/A
11200,336.0,post_drift,PI_adaptive,0.781588,0.027042,0.018412,-0.0,2.2e-05,30.0,single_a6000,4,step,0.998494
11200,336.0,post_drift,Static_Tmax,0.656732,0.020936,0.143268,0.0,0.0,30.0,single_a6000,4,step,N/A
11201,336.03,post_drift,PI_adaptive,0.789992,0.027054,0.010008,-0.0,1.2e-05,30.0,single_a6000,4,step,0.998494
11201,336.03,post_drift,Static_Tmax,0.672337,0.020936,0.127663,0.0,0.0,30.0,single_a6000,4,step,N/A
11202,336.06,post_drift,PI_adaptive,0.789225,0.027067,0.010775,0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
11202,336.06,post_drift,Static_Tmax,0.672481,0.020936,0.127519,0.0,0.0,30.0,single_a6000,4,step,N/A
11203,336.09,post_drift,PI_adaptive,0.810969,0.027054,-0.010969,-0.0,-1.3e-05,30.0,single_a6000,4,step,0.998494
11203,336.09,post_drift,Static_Tmax,0.649806,0.020936,0.150194,0.0,0.0,30.0,single_a6000,4,step,N/A
11204,336.12,post_drift,PI_adaptive,0.835409,0.027036,-0.035409,-0.0,-4.3e-05,30.0,single_a6000,4,step,0.998494
11204,336.12,post_drift,Static_Tmax,0.642406,0.020936,0.157594,0.0,0.0,30.0,single_a6000,4,step,N/A
11205,336.15,post_drift,PI_adaptive,0.770272,0.027054,0.029728,-0.0,3.6e-05,30.0,single_a6000,4,step,0.998494
11205,336.15,post_drift,Static_Tmax,0.674433,0.020936,0.125567,0.0,0.0,30.0,single_a6000,4,step,N/A
11206,336.18,post_drift,PI_adaptive,0.755825,0.027072,0.044175,0.0,5.3e-05,30.0,single_a6000,4,step,0.998494
11206,336.18,post_drift,Static_Tmax,0.687147,0.020936,0.112853,0.0,0.0,30.0,single_a6000,4,step,N/A
11207,336.21,post_drift,PI_adaptive,0.80121,0.027071,-0.00121,0.0,-1e-06,30.0,single_a6000,4,step,0.998494
11207,336.21,post_drift,Static_Tmax,0.628771,0.020936,0.171229,0.0,0.0,30.0,single_a6000,4,step,N/A
11208,336.24,post_drift,PI_adaptive,0.780177,0.027089,0.019823,0.0,2.4e-05,30.0,single_a6000,4,step,0.998494
11208,336.24,post_drift,Static_Tmax,0.624629,0.020936,0.175371,0.0,0.0,30.0,single_a6000,4,step,N/A
11209,336.27,post_drift,PI_adaptive,0.807166,0.02708,-0.007166,0.0,-9e-06,30.0,single_a6000,4,step,0.998494
11209,336.27,post_drift,Static_Tmax,0.630773,0.020936,0.169227,0.0,0.0,30.0,single_a6000,4,step,N/A
11210,336.3,post_drift,PI_adaptive,0.809379,0.027069,-0.009379,0.0,-1.1e-05,30.0,single_a6000,4,step,0.998494
11210,336.3,post_drift,Static_Tmax,0.651215,0.020936,0.148785,0.0,0.0,30.0,single_a6000,4,step,N/A
11211,336.33,post_drift,PI_adaptive,0.789605,0.027082,0.010395,0.0,1.3e-05,30.0,single_a6000,4,step,0.998494
11211,336.33,post_drift,Static_Tmax,0.667498,0.020936,0.132502,0.0,0.0,30.0,single_a6000,4,step,N/A
11212,336.36,post_drift,PI_adaptive,0.811835,0.027067,-0.011835,0.0,-1.4e-05,30.0,single_a6000,4,step,0.998494
11212,336.36,post_drift,Static_Tmax,0.680227,0.020936,0.119773,0.0,0.0,30.0,single_a6000,4,step,N/A
11213,336.39,post_drift,PI_adaptive,0.786405,0.027084,0.013595,0.0,1.6e-05,30.0,single_a6000,4,step,0.998494
11213,336.39,post_drift,Static_Tmax,0.656715,0.020936,0.143285,0.0,0.0,30.0,single_a6000,4,step,N/A
11214,336.42,post_drift,PI_adaptive,0.786704,0.0271,0.013296,0.0,1.6e-05,30.0,single_a6000,4,step,0.998494
11214,336.42,post_drift,Static_Tmax,0.660571,0.020936,0.139429,0.0,0.0,30.0,single_a6000,4,step,N/A
11215,336.45,post_drift,PI_adaptive,0.784168,0.027118,0.015832,0.0,1.9e-05,30.0,single_a6000,4,step,0.998494
11215,336.45,post_drift,Static_Tmax,0.648829,0.020936,0.151171,0.0,0.0,30.0,single_a6000,4,step,N/A
